databaseId	name	imageUrl	cardBack	type	packName	deckbuilderQuantity	setUuid	numberInPack	encounterSet	unique	sphere	traits	keywords	cost	side	engagementCost	threat	willpower	attack	defense	hitPoints	questPoints	victoryPoints	cornerText	text	shadow	tags
986225d5-6fbb-4860-9fce-af74dd4eb551	Lurking Malice	986225d5-6fbb-4860-9fce-af74dd4eb551.jpg	encounter	Treachery	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	38	The Mines of Moria 08																When Revealed: Discard each resource from each hero`s resource pool. Add 1 to the total [threat] in the staging area for each resource discarded this way. If no resources were discarded this way, Lurking Malice gains surge.		
569c0cc8-58e0-46ef-97b3-6d3aef65ed8b	Goblin Follower	569c0cc8-58e0-46ef-97b3-6d3aef65ed8b.jpg	encounter	Enemy	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	39	The Mines of Moria 10			Orc. Goblin.				50	2		2	0	3				Goblin Follower cannot be optionally engaged.While Goblin Follower is in the staging area, it gains: `Forced: After an enemy engages a player, Goblin Follower engages that player.		
c07b0737-1a39-45b9-a08a-879e741e2526	Stairs of Náin	c07b0737-1a39-45b9-a08a-879e741e2526.jpg	encounter	Location	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	40	The Mines of Moria 10	1		Underground.					4					6			While Stairs of Nain is in the staging area, the first treachery revealed each round gains surge and its `when revealed` effects cannot be canceled.Forced: When Stairs of Nain is explored, raise each player`s threat by 4.		
027c61dd-3d54-4e11-af5f-19d4a63dd38e	Hidden Threat	027c61dd-3d54-4e11-af5f-19d4a63dd38e.jpg	encounter	Treachery	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	41	The Mines of Moria 10																When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost X or less, where X is the stage number of the main quest, and places that card facedown under the main quest. After the next time the players quest successfully, reveal that card.		
0e6b6b6b-a58b-4e9d-8e9b-9e2ddb4592d9	Goblin Warlord	0e6b6b6b-a58b-4e9d-8e9b-9e2ddb4592d9.jpg	encounter	Enemy	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	42	The Mines of Moria 11	1		Orc. Goblin.				33	2		5	4	7				Cannot have non-objective player card attachments or take non-combat damageForced: After Goblin Warlord enters play, the opposing team searches the encounter deck and discard pile for a 0-cost Goblin enemy and adds it to the staging area. Shuffle the encounter deck.		
95f27b98-6375-48ff-bf2b-3f625b3d1b0d	Dwarven Forge	95f27b98-6375-48ff-bf2b-3f625b3d1b0d.jpg	encounter	Location	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	43	The Mines of Moria 11			Underground.					3					5			While Dwarven Forge is the active location, it gains: `Response: After Dwarven Forge is explored, each player draws 1 card.`		
c67cae2c-941e-40ad-8c14-3cfc50267359	Signs of Conflict	c67cae2c-941e-40ad-8c14-3cfc50267359.jpg	encounter	Treachery	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	44	The Mines of Moria 11																When Revealed: Each enemy and location in the staging area gets +1 [threat] until the end of the phase.		
d3eee887-e9fd-40f9-bd09-47a7b0732ee2	Goblin Archer	d3eee887-e9fd-40f9-bd09-47a7b0732ee2.jpg	encounter	Enemy	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	45	The Mines of Moria 12			Orc. Goblin.				44	2		4	2	4				While Goblin Archer is in the staging area, it gains: `Forced: At the end of the encounter phase, assign X damage among characters in play, where X is the number of enemies in play.`		
32ac489f-7e40-47a0-acba-f199f3f5d8f7	Narrow Fissure	32ac489f-7e40-47a0-acba-f199f3f5d8f7.jpg	encounter	Location	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	46	The Mines of Moria 12			Underground.					2					3			While Narrow Fissure is in the staging area, characters cannot be healed by player card effects.Travel: Each player deals 1 damage to a hero he controls.		
b58d7e13-ee6b-4986-91f8-f4583490d364	Crumbling Ruin	b58d7e13-ee6b-4986-91f8-f4583490d364.jpg	encounter	Treachery	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	47	The Mines of Moria 12																When Revealed: Each player assigns X damage among characters he controls, where X is the number of characters he controls.		
262f58ac-0e34-4d1c-b61b-1cae8358b2c7	Goblin Sneak	262f58ac-0e34-4d1c-b61b-1cae8358b2c7.jpg	encounter	Enemy	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	48	The Mines of Moria 13			Orc. Goblin.				22	2		3	1	3				When Revealed: The opposing team searches the top 5 cards of the encounter deck for a Goblin enemy with cost 1 or less and adds it to the staging area.		
1e6bff06-79b2-4571-b584-c5b837176ded	Plundered Armoury	1e6bff06-79b2-4571-b584-c5b837176ded.jpg	encounter	Location	The Mines of Moria	2	71544ab2-aa75-447d-b632-d9c353bd5b47	49	The Mines of Moria 13			Underground.					2					2			When Revealed: Discard the top card of the encounter deck. If that card is an enemy, add it to the staging area.		
86180e01-76fb-4103-977c-0d55bbfc2250	They Are Coming!	86180e01-76fb-4103-977c-0d55bbfc2250.jpg	encounter	Treachery	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	50	The Mines of Moria 13																When Revealed: The opposing team searches the encounter deck and discard pile for a different 0-cost enemy per player and adds them to the staging area. Shuffle the encounter deck.		
2122c049-2c7d-470a-970c-f5a2a26ac66f	Swarming Goblins	2122c049-2c7d-470a-970c-f5a2a26ac66f.jpg	encounter	Enemy	The Mines of Moria	3	71544ab2-aa75-447d-b632-d9c353bd5b47	51	The Mines of Moria 14			Orc. Goblin.				12	1		2	1	2				When Revealed: Return each copy of Swarming Goblins in the encounter discard pile to the staging area.		
533a076a-be76-4528-9684-483d765bb2a3	Goblin Tunnels	533a076a-be76-4528-9684-483d765bb2a3.jpg	encounter	Location	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	52	The Mines of Moria 14	1		Underground.					2					6			While Goblin Tunnels is in the staging area, each Goblin enemy gets +1 [attack].Forced: When Goblin Tunnels is explored, the opposing team searches the encounter deck and discard pile for a Goblin enemy with cost 1 or less and adds it to the staging area. Shuffle the encounter deck.		
a643c446-15e1-4dc0-95f7-9146a59991b3	Massing in the Deep	a643c446-15e1-4dc0-95f7-9146a59991b3.jpg	encounter	Treachery	The Mines of Moria	1	71544ab2-aa75-447d-b632-d9c353bd5b47	53	The Mines of Moria 14																When Revealed: Each engaged enemy makes an attack. If no attacks were made this way, Massing in the Deep gains surge.		
96e30879-9a56-428e-853d-93503f01ddb3	Out of the Depths	96e30879-9a56-428e-853d-93503f01ddb3.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	1	Escape from Khazad-dum					1	A										Setup: Add Dark Pit to the staging area. The opposing team searches the encounter deck for one different 0-cost enemy or location per player and adds them to the staging area. Shuffle the encounter deck.		
96e30879-9a56-428e-853d-93503f01ddb3	Out of the Depths	96e30879-9a56-428e-853d-93503f01ddb3.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	1	Escape from Khazad-dum					1	B							10			Shuffle the encounter deck.Forced: When Dark Pit is explored, flip it over and set Durin`s Bane aside, out of play. Each player searches the top 5 cards of his deck for a card, adds it to his hand, and shuffles his deck.This stage cannot be defeated while Dark Pit is in play.		
bde125e7-6c33-4659-8713-e3374b93f414	Search for an Exit	bde125e7-6c33-4659-8713-e3374b93f414.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	3	Escape from Khazad-dum					2	A										When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less instead if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. It`s `when revealed` effects cannot be canceled.		
bde125e7-6c33-4659-8713-e3374b93f414	Old One Lair	bde125e7-6c33-4659-8713-e3374b93f414.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	3	Escape from Khazad-dum					2	B							10			When Revealed: The opposing team searchs the encounter deck and discard pile for an enemy with cost 2 or less, adds it to the staging area, and places a resources on it. Shuffle the encounter deck.The enemy with a resource on it is immune to player card effects, and progress cannot be placed on this stage while that enemy is in play.		
a9cdd0bf-1d77-415c-8820-d4974ec02ee0	Search for an Exit	a9cdd0bf-1d77-415c-8820-d4974ec02ee0.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	4	Escape from Khazad-dum					2	A										When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less instead if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. It`s `when revealed` effects cannot be canceled.		
a9cdd0bf-1d77-415c-8820-d4974ec02ee0	A Wrong Turn	a9cdd0bf-1d77-415c-8820-d4974ec02ee0.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	4	Escape from Khazad-dum					2	B							15			When Revealed: Each player chooses 1 card in his hand and shuffles the rest into his deck.		
e30cfc82-bbb0-42f9-b25c-bc2152445368	Search for an Exit	e30cfc82-bbb0-42f9-b25c-bc2152445368.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	5	Escape from Khazad-dum					2	A										When Revealed: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less instead if there are two or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. It`s `when revealed` effects cannot be canceled.		
e30cfc82-bbb0-42f9-b25c-bc2152445368	A Way Up	e30cfc82-bbb0-42f9-b25c-bc2152445368.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	5	Escape from Khazad-dum					2	B							20			Add the active location`s [threat] to the staging area.During the travel phase, the players must travel, if able.		
2d34a913-e212-42c4-859b-2db9b2056276	Nearing the Gate	2d34a913-e212-42c4-859b-2db9b2056276.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	7	Escape from Khazad-dum					3	A										When Revealed: Add the set-aside Durin`s Bane to the staging area. It cannot take damage this round. If there is more than 1 player, it makes an immediate attack against the first player.		
2d34a913-e212-42c4-859b-2db9b2056276	The Bridge of Khazad-dum	2d34a913-e212-42c4-859b-2db9b2056276.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	7	Escape from Khazad-dum					3	B							10			No more than 5 progress can be placed here each round.Forced: At the beginning of the quest phase, Durin`s Bane makes an attack against the first player. Any undefended or excess damage dealt by this attack must be placed here.If this stage has damage on it equal to or greater than its quest points, the players lose the game. If this stage is defeated the players win the game.		
ee118b36-0113-4c74-82b3-14f235914212	Nearing the Gate	ee118b36-0113-4c74-82b3-14f235914212.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	8	Escape from Khazad-dum					3	A										When Revealed: Add the set-aside Durin`s Bane to the staging area. It cannot take damage this round. If there is more than 1 player, it makes an immediate attack against the first player.		
ee118b36-0113-4c74-82b3-14f235914212	Last Lord of Moria	ee118b36-0113-4c74-82b3-14f235914212.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	8	Escape from Khazad-dum					3	B							15			Durin`s Bane engages the first player.Durin`s Bane cannot take more than X damage per round, where X is the number of progress tokens on this stage.This stage cannot be defeated while Durin`s Bane is in play. If the players defeat this stage, they win the game.		
187017b6-8632-49ee-9275-8126d313424e	Nearing the Gate	187017b6-8632-49ee-9275-8126d313424e.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	9	Escape from Khazad-dum					3	A										When Revealed: Add the set-aside Durin`s Bane to the staging area. It cannot take damage this round. If there is more than 1 player, it makes an immediate attack against the first player.		
187017b6-8632-49ee-9275-8126d313424e	The Rear Guard	187017b6-8632-49ee-9275-8126d313424e.B.jpg	multi_sided	Quest	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	9	Escape from Khazad-dum					3	B							20			Each player`s threat cannot be reduced by player card effects.Durin`s Bane is considered to be engaged with each player and attacks each player in turn order during the combat phase. (Deal and resolve a shadow card for each attack.)If the players defeat this stage, they win the game.		
c90db37c-2fdf-4f69-b4a8-869064e4650b	Dark Pit	c90db37c-2fdf-4f69-b4a8-869064e4650b.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	10	Escape from Khazad-dum	1		Underground.					1					1			Immune to player card effects.Travel: The opposing team searches the top 5 cards of the encounter deck for a card with cost 1 or less (cost 2 or less instead if there are 2 or more players), sets it aside, and shuffles the encounter deck. Reveal the set aside card. Its `when revealed` effects cannot be canceled.		{"immuneToPlayerCardEffects": true}
846794c2-be0f-4016-b9fe-fe6266d7fddd	Durin's Bane	846794c2-be0f-4016-b9fe-fe6266d7fddd.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	11	Escape from Khazad-dum	1		Balrog.				50	4		8	3	15		5		Immuned to player card effects.Cannot be optionally engaged.Forced: After Durin`s Bane attacks and destroys a character you control, raise your threat by 2 and heal 2 damage from Durin`s Bane.		
55436edb-0e1f-4b25-a59e-1b131b408db4	Black Bats	55436edb-0e1f-4b25-a59e-1b131b408db4.jpg	encounter	Enemy	Escape from Khazad-dum	3	61d323bb-6a5a-4ead-a6fb-153048a36b14	12	Escape from Khazad-dum 15			Creature.				23	1		3	1	2				When Revealed: Eithe raise each player`s threat by 2, or reveal an additional encounter card.		
d83e852c-60cc-41b3-8904-25815bc1d2d5	Nest of Vermin	d83e852c-60cc-41b3-8904-25815bc1d2d5.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	13	Escape from Khazad-dum 15	1		Underground.					3					5			While Nest of Vermin is in the staging area, each Creature enemy gets +1 [threat].Forced: When Nest of Vermin is explored, the opposing team searches the encounter deck and discard pile for a Creature enemy with cost 1 or less and adds it to the staging area. Shuffle the encounter deck.		
72025370-07e1-4797-acb2-1d2371a7f3b0	Swarm of Bats	72025370-07e1-4797-acb2-1d2371a7f3b0.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	14	Escape from Khazad-dum 15																When Revealed: Each character gets -1 [willpower] until the end of the phase.		
6458d002-326f-45a6-af65-38025d301f07	Cave Spider	6458d002-326f-45a6-af65-38025d301f07.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	15	Escape from Khazad-dum 16			Spider.				28	2		3	1	5				Forced: When Cave Spider attacks, either remove 2 progress from the main quest, or Cave Spider gets +2 [attack] for this attack.		
a7dd3c14-52fa-439c-8944-42728593c20c	The Mountain's Roots	a7dd3c14-52fa-439c-8944-42728593c20c.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	16	Escape from Khazad-dum 16			Underground.					X					4			X is 1 more than the stage number of the main quest.Travel: Each player discards the top X cards of his deck.		
c7325b46-089b-4910-99cd-159eebc01a0c	Watchful Eyes	c7325b46-089b-4910-99cd-159eebc01a0c.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	17	Escape from Khazad-dum 16																When Revealed: The opposing team attaches Watchful Eyes to a hero. (Counts as a Condition attachment with the text: `Limit 1 per hero. Forced: If attached hero is exhausted at the end of the combat phase, reveal 1 card from the encounter deck.`)		
0ade7e4d-f04b-4e65-870e-f5d85e080130	Cave-troll	0ade7e4d-f04b-4e65-870e-f5d85e080130.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	18	Escape from Khazad-dum 17			Troll.				36	2		5	1	6				Cannot have non-objective player card attachments.Allies cannot be declared as attackers or defenders against Cave-troll.		
d679e2f4-1762-4177-a0f8-bb074a58a0cc	Twisting Passage	d679e2f4-1762-4177-a0f8-bb074a58a0cc.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	19	Escape from Khazad-dum 17			Underground.					2					2			When Revealed: Discard the top card of the encounter deck. If that card is a location, add it to the staging area.		
ee76f0c0-da20-402c-a1e6-8abd1504b56a	Undisturbed Bones	ee76f0c0-da20-402c-a1e6-8abd1504b56a.jpg	encounter	Treachery	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	20	Escape from Khazad-dum 17				Surge.												Surge.When Revealed: Attach to the main quest. (Counts as a Condition attachment with the text, `Forced: When a `when revealed` effect would be canceled, discard Undisturbed Bones instead.`)		
0dc0486c-a0b9-4499-8b9f-03168db9bdb0	Old Stone-troll	0dc0486c-a0b9-4499-8b9f-03168db9bdb0.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	21	Escape from Khazad-dum 18			Troll.				33	1		6	1	8				Cannot have non-objective player card attachments.Forced: After Old Stone-troll attachs and destroys a character you control, raise your threat by 1 for each excess point of damage dealt.		
c3a29d33-4096-4cce-871e-6673d2e4684e	Frightful Den	c3a29d33-4096-4cce-871e-6673d2e4684e.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	22	Escape from Khazad-dum 18	1		Underground.					4					4			While Frightful Den is in the staging area, each Troll enemy gets -10 engagement cost.Forced: When Frightful Den is explored, the opposing team searches the encounter deck and discard pile for a Troll enemy with cost 1 or less and adds it to the staging area. Shuffle the encounter deck.		
b28b1154-c486-4fbb-99c4-8db4e04983c6	Deep Deep Dark	b28b1154-c486-4fbb-99c4-8db4e04983c6.jpg	encounter	Treachery	Escape from Khazad-dum	3	61d323bb-6a5a-4ead-a6fb-153048a36b14	23	Escape from Khazad-dum 18																When Revealed: Each player must choose: either raise your threat by 1 for each character you control, or discard a character you control.		
47744d79-27d4-4ea2-aee7-30597fb0b47f	Rock Adder	47744d79-27d4-4ea2-aee7-30597fb0b47f.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	24	Escape from Khazad-dum 19			Creature.				18	2		1	0	3				Players cannot declare defenders against Rock Adder.		
fd00d162-0c0e-4ddb-b58d-653813396c52	Bottomless Chasm	fd00d162-0c0e-4ddb-b58d-653813396c52.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	25	Escape from Khazad-dum 19			Underground.					2					6			When faced with the option to travel, the player must choose Bottomless Chasm, if able.		
01500c6a-9f16-4226-b194-345174a3d11b	Lost and Alone	01500c6a-9f16-4226-b194-345174a3d11b.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	26	Escape from Khazad-dum 19																When Revealed: The opposing team chooses a questing charactert controlled by each player and removes them from the quest.		
11381200-d546-4d40-a826-2c6c901e8d61	Hobgoblin	11381200-d546-4d40-a826-2c6c901e8d61.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	27	Escape from Khazad-dum 20			Orc. Goblin.				30	3		5	2	5				Forced: After Hobgobling engages a player, it cannot take damage until the end of the round.		
38632ac4-e8c7-4d1e-819a-d16b3522915a	Western Hall	38632ac4-e8c7-4d1e-819a-d16b3522915a.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	28	Escape from Khazad-dum 20			Underground.					3					4			Travel: Discard the top card of the encounter deck. Raise each player`s threat by X, where X is that card`s printed [threat].		
b3405b30-27e3-4ba3-9518-9dec0f2b2eda	New Devilry	b3405b30-27e3-4ba3-9518-9dec0f2b2eda.jpg	encounter	Treachery	Escape from Khazad-dum	3	61d323bb-6a5a-4ead-a6fb-153048a36b14	29	Escape from Khazad-dum 20																When Revealed: Until the end of the round, treat each character`s text box as if it were blank, except for Traits.		
9ce09230-e009-465f-9125-725f31c653b9	Unspeakable Thing	9ce09230-e009-465f-9125-725f31c653b9.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	30	Escape from Khazad-dum 21							34	2		2	2	5				Forced: When Unspeakable Thing attacks you, discard the top card of your deck. Unspeakable thing gets +X [attack] for this attack, where X is the discarded card`s printed cost.		
977ebe93-58f5-44f9-81d8-66037501a86e	Lightless Grotto	977ebe93-58f5-44f9-81d8-66037501a86e.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	31	Escape from Khazad-dum 21			Underground.					2					3			While Lightless Grotto is in the staging area, non-unique enemies in the staging area cannot take damage.Travel: The first player chooses an enemy in the staging area and engages it.		
b899f859-3c09-4cb3-9adf-7fb57e46e7ad	Many Roads	b899f859-3c09-4cb3-9adf-7fb57e46e7ad.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	32	Escape from Khazad-dum 21																When Revealed: The opposing team searches the encounter deck and discard pile for a different 0-cost location per player and adds them to the staging area. Shuffle the encounter deck.		
8a2cbffd-43f8-4a61-9ccd-cb07293eac5f	Shadow Dweller	8a2cbffd-43f8-4a61-9ccd-cb07293eac5f.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	33	Escape from Khazad-dum 22			Creature.				36	3		5	3	6				Cannot have non-objective player card attachments or take non-combat damage.Forced: When Shadow Dweller attacks you, discard the top card of your deck and assign X damage among character you control, where X is the discarded card`s cost.		
4174df7e-5bb2-4b0f-9e35-d025f132d4a1	Branching Paths	4174df7e-5bb2-4b0f-9e35-d025f132d4a1.jpg	encounter	Location	Escape from Khazad-dum	3	61d323bb-6a5a-4ead-a6fb-153048a36b14	34	Escape from Khazad-dum 22			Underground.					0					3			Branching Paths gets +1 [threat] for each location in the staging area. (Limit +3 [threat].)		
d2d3aeae-58ae-497e-bc44-70863d49f25d	Fatigue	d2d3aeae-58ae-497e-bc44-70863d49f25d.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	35	Escape from Khazad-dum 22																When Revealed: Each player exhausts a character he controls. Until the end of the round, characters cannot be readied by player card effects.		
2dc57c6f-fab3-4689-9398-332a22c13fa9	Elder Nameless Thing	2dc57c6f-fab3-4689-9398-332a22c13fa9.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	36	Escape from Khazad-dum 23	1		Creature.				38	3		5	3	9				Cannot be optionally engaged.While Elder Nameless Thing is in the staging area, it gains: `Forced: After players have committed characters to the quest, Elder Nameless Thing makes an attack against the first player.		
0a42a6ff-e693-484c-860d-3bc7e2780680	Silent Caverns	0a42a6ff-e693-484c-860d-3bc7e2780680.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	37	Escape from Khazad-dum 23			Underground.					2					3			While Silent Caverns is in the staging area, each player`s threat cannot be reduced by more than 1 each round.Travel: Raise each player`s threat by 2.		
cc572a1a-2700-493c-9b82-309c9c9ba61c	Dark Places	cc572a1a-2700-493c-9b82-309c9c9ba61c.jpg	encounter	Treachery	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	38	Escape from Khazad-dum 23																When Revealed: Raise each player`s threat by X, where X is the threat of the active location. If there is no active location, Dark Places gains surge.		
e4e35740-73ca-460d-bdbb-afcbc97e90d9	Orc Horn Blower	e4e35740-73ca-460d-bdbb-afcbc97e90d9.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	39	Escape from Khazad-dum 24			Orc. Uruk.				45	2		4	3	5				Forced: At the beginning of the combat phase, deal each engaged enemy an additional shadow card.		
11d44754-de69-4ecf-997e-593ef87521a9	Goblin Dungeon	11d44754-de69-4ecf-997e-593ef87521a9.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	40	Escape from Khazad-dum 24			Underground.					2					5			When Revealed: The opposing team chooses an ally, discards all tokens from it, and places it faceup as a guarded objective. When Goblin Dungeon is explored, return that ally to its owner`s control exhausted.		
a210439e-5670-476f-b933-c862b6e88602	Deep Fissure	a210439e-5670-476f-b933-c862b6e88602.jpg	encounter	Treachery	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	41	Escape from Khazad-dum 24																When Revealed: Each player deals 1 damage to a questing character he controls and removes that character from the quest.		
32deb3d1-afe3-4fbc-bd6c-30f139003cc7	Black Uruks	32deb3d1-afe3-4fbc-bd6c-30f139003cc7.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	42	Escape from Khazad-dum 25			Orc. Uruk.				30	3		3	2	5				While Black Uruks is attacking, it gets +1 [attack] for each shadow card dealt for this attack.		
8aa74679-5918-46ca-99b1-18cdb150f17d	Dreadful Gap	8aa74679-5918-46ca-99b1-18cdb150f17d.jpg	encounter	Location	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	43	Escape from Khazad-dum 25			Underground.					2					4			While Dreadful Gap is in the staging area, progress cannot be placed on other locations in the staging area.Travel: The opposing team chooses a card in the encounter discard pile and shuffles it into the encounter deck.		
3a47aa88-5089-435d-b5ab-899dab400c98	Orcish Howls	3a47aa88-5089-435d-b5ab-899dab400c98.jpg	encounter	Treachery	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	44	Escape from Khazad-dum 25																When Revealed: Exhaust X characters, where X is the number of Uruk enemies in play. If there are no Uruk enemies in play, Orcish Howls gains surge.		
01dfa4f4-f3de-43b7-96d2-a6919b0c3491	Orc Raiders	01dfa4f4-f3de-43b7-96d2-a6919b0c3491.jpg	encounter	Enemy	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	45	Escape from Khazad-dum 26			Orc. uruk.				28	2		2	1	3				Forced: After Orc Raider engages a player, deal it a shadow card.		
ff0bc03a-e47d-4917-bf27-a0b97bc292ca	The Great Bridge	ff0bc03a-e47d-4917-bf27-a0b97bc292ca.jpg	encounter	Location	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	46	Escape from Khazad-dum 26	1		Underground.					4					5			While The Great Bridge is in the staging area, no more than 1 character can be declared as an attacker against each enemy.Forced: When The Great Bridge is explored, reveal 1 encounter card per player.		
779079f4-d3a8-4832-9bd5-12e8ca828ba7	Vast and Intricate	779079f4-d3a8-4832-9bd5-12e8ca828ba7.jpg	encounter	Treachery	Escape from Khazad-dum	2	61d323bb-6a5a-4ead-a6fb-153048a36b14	47	Escape from Khazad-dum 26																When Revealed: The opposing team attaches Vast and Intricate to a non-unique location in the staging area. If there are no non-unique locations in the staging area, Vast and Intricate gains surge. (Counts as a Condition attachment with the text: `Attached location gets +2 [threat] and is immune to player card effects.`)		
36b82b22-4432-488a-8a88-d6486b7c75a3	Chieftain of the Pit	36b82b22-4432-488a-8a88-d6486b7c75a3.jpg	encounter	Enemy	Escape from Khazad-dum	1	61d323bb-6a5a-4ead-a6fb-153048a36b14	48	Escape from Khazad-dum 27	1		Orc. Uruk.				35	3		5	3	8				Cannot have non-objective player card attachments or take non-combat damage.Shadow effects cannot be canceled.Forced: When Chieftain of the Pit attacks, deal it an additional shadow card.		
